step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G3 (template) | seed-base decision stands, its orders are applied);3;0;R1[0.22] R2[0.21] R3[0.32] R4[0.11] R6[0.06] R7[0.07];0.52;0.73;0.39;0.75;0.73;0.49;0.77;0.00;0.3119;0.2941;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.20] R2[0.21] R3[0.29] R4[0.10] R6[0.06] R7[0.07];0.54;0.73;0.37;0.75;0.65;0.44;0.74;0.00;0.2956;0.2941;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.19] R2[0.21] R3[0.27] R4[0.09] R6[0.07] R7[0.07];0.50;0.73;0.39;0.75;0.70;0.53;0.77;0.12;0.2766;0.2941;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.18] R2[0.21] R3[0.22] R4[0.10] R6[0.07] R7[0.07];0.50;0.74;0.37;0.75;0.74;0.74;0.80;0.12;0.2199;0.2941;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.17] R2[0.21] R3[0.17] R4[0.11] R6[0.07] R7[0.07];0.51;0.74;0.37;0.75;0.74;0.75;0.81;0.12;0.2413;0.2941;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.17] R2[0.21] R3[0.14] R4[0.12] R6[0.07] R7[0.07];0.53;0.74;0.37;0.75;0.73;0.75;0.81;0.12;0.2557;0.2941;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.16] R2[0.21] R3[0.11] R4[0.12] R6[0.07] R7[0.07];0.54;0.75;0.37;0.75;0.73;0.75;0.81;0.12;0.2791;0.2941;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.16] R2[0.21] R3[0.09] R4[0.12] R6[0.07] R7[0.07];0.55;0.75;0.37;0.76;0.73;0.76;0.81;0.12;0.2957;0.2941;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.15] R2[0.21] R3[0.07] R4[0.13] R6[0.07] R7[0.07];0.55;0.75;0.37;0.76;0.73;0.76;0.82;0.12;0.2358;0.2941;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.15] R2[0.21] R3[0.05] R4[0.13] R6[0.07] R7[0.07];0.56;0.75;0.37;0.76;0.72;0.76;0.82;0.12;0.2478;0.2941;1
10;10;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.15] R2[0.21] R3[0.04] R4[0.13] R6[0.07] R7[0.07];0.57;0.75;0.37;0.76;0.72;0.76;0.82;0.12;0.2618;0.2941;1
11;11;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.15] R2[0.21] R3[0.03] R4[0.13] R6[0.07] R7[0.07];0.57;0.75;0.37;0.76;0.72;0.76;0.82;0.11;0.1948;0.2941;1
12;12;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.15] R2[0.21] R3[0.03] R4[0.13] R6[0.07] R7[0.07];0.57;0.75;0.37;0.76;0.72;0.76;0.82;0.11;0.1972;0.2941;1
13;13;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.14] R2[0.21] R3[0.02] R4[0.13] R6[0.07] R7[0.07];0.57;0.75;0.37;0.76;0.72;0.76;0.82;0.11;0.2021;0.2941;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.14] R2[0.21] R3[0.02] R4[0.14] R6[0.07] R7[0.07];0.58;0.75;0.37;0.76;0.72;0.76;0.82;0.11;0.1978;0.2941;1
15;15;Agent_1;orders came from the seed rule base (rules as-is);0;0;R1[0.14] R2[0.21] R3[0.01] R4[0.14] R6[0.07] R7[0.07];0.58;0.75;0.37;0.76;0.72;0.76;0.82;0.11;0.2001;0.2941;1
