step;j_candidate;j_noaction;satisficing_bound;phys_candidate;phys_noaction
0;0.137457;0.137457;0.130584;0.200854;0.200854
1;0.141309;0.141309;0.134244;0.200854;0.200854
2;0.145452;0.145452;0.138179;0.200854;0.200854
3;0.169608;0.148698;0.141263;0.205816;0.205816
4;0.173717;0.153966;0.146268;0.206429;0.207937
5;0.167396;0.156301;0.148486;0.202334;0.209555
6;0.167434;0.157982;0.150083;0.202334;0.211132
7;0.163757;0.161750;0.153663;0.201020;0.212392
8;0.161690;0.162225;0.154113;0.199510;0.212392
9;0.162465;0.163274;0.155110;0.201185;0.212944
10;0.137167;0.162653;0.154520;0.201185;0.212944
11;0.161995;0.165899;0.157604;0.194217;0.213898
12;0.164330;0.164604;0.156373;0.194217;0.213898
13;0.143783;0.161769;0.153680;0.176663;0.212253
14;0.146182;0.166886;0.158542;0.176663;0.212253
15;0.148210;0.157764;0.149875;0.176663;0.212253
16;0.165677;0.158137;0.150231;0.176663;0.212253
17;0.149778;0.153063;0.145410;0.176663;0.212253
18;0.150664;0.150358;0.142840;0.179629;0.207338
19;0.157192;0.144149;0.136942;0.179629;0.207338
20;0.154121;0.144111;0.136905;0.179629;0.207338
21;0.157529;0.144326;0.137109;0.179629;0.207338
22;0.156687;0.146271;0.138957;0.179629;0.207338
23;0.156693;0.146987;0.139638;0.179629;0.207338
24;0.158668;0.165111;0.156855;0.179629;0.207338
25;0.160701;0.149151;0.141694;0.192922;0.201680
26;0.166234;0.165245;0.156983;0.192922;0.201680
27;0.158833;0.153815;0.146124;0.192922;0.201680
28;0.155704;0.158630;0.150699;0.181399;0.206429
29;0.154558;0.157436;0.149564;0.181399;0.206429
30;0.158379;0.159213;0.151253;0.181399;0.206429
31;0.156431;0.159929;0.151932;0.181399;0.206429
32;0.158258;0.162082;0.153978;0.181399;0.206429
33;0.158650;0.162597;0.154467;0.181399;0.206429
34;0.162094;0.163520;0.155344;0.181399;0.206429
35;0.159049;0.165036;0.156784;0.181399;0.206429
36;0.160027;0.165952;0.157654;0.181399;0.206429
37;0.158356;0.170994;0.162444;0.178728;0.214033
38;0.159508;0.168925;0.160479;0.178728;0.214033
39;0.159621;0.171856;0.163263;0.178728;0.214033
40;0.161458;0.169046;0.160594;0.178728;0.214033
41;0.161018;0.170530;0.162003;0.178728;0.214033
42;0.162813;0.171999;0.163399;0.178728;0.214033
43;0.164865;0.173269;0.164605;0.178728;0.214033
44;0.168009;0.176636;0.167804;0.178728;0.214033
45;0.168624;0.175243;0.166481;0.178728;0.214033
46;0.170321;0.176488;0.167664;0.178728;0.214033
47;0.168282;0.177548;0.168671;0.176196;0.214436
48;0.169923;0.177922;0.169026;0.176196;0.214436
49;0.174202;0.179504;0.170528;0.176196;0.214436
50;0.178298;0.181893;0.172799;0.176196;0.214436
51;0.176503;0.181110;0.172055;0.180740;0.213762
52;0.178377;0.181503;0.172428;0.180740;0.213762
53;0.179010;0.183553;0.174375;0.180740;0.213762
54;0.180420;0.185080;0.175826;0.180740;0.213762
55;0.181767;0.185638;0.176356;0.180740;0.213762
56;0.163080;0.186836;0.177494;0.180740;0.213762
57;0.162864;0.186619;0.177288;0.180740;0.213762
58;0.161745;0.185587;0.176308;0.180740;0.213762
59;0.160599;0.176695;0.167860;0.180740;0.213762
60;0.163143;0.177687;0.168803;0.180740;0.213762
61;0.162618;0.175625;0.166844;0.150939;0.203622
62;0.163305;0.177016;0.168165;0.150939;0.203622
63;0.164038;0.175888;0.167093;0.150939;0.203622
64;0.165415;0.177093;0.168239;0.147731;0.195128
65;0.172031;0.177143;0.168286;0.147731;0.195128
66;0.171856;0.177598;0.168718;0.147731;0.195128
67;0.172808;0.179982;0.170983;0.147731;0.195128
68;0.167028;0.179290;0.170325;0.147731;0.195128
69;0.167478;0.179350;0.170382;0.147731;0.195128
70;0.168542;0.187995;0.178596;0.147731;0.195128
71;0.169587;0.181013;0.171962;0.147731;0.195128
72;0.169437;0.185011;0.175760;0.147731;0.195128
73;0.169894;0.181915;0.172819;0.147731;0.195128
74;0.172090;0.190475;0.180952;0.158203;0.207937
75;0.172825;0.181663;0.172580;0.158203;0.207937
76;0.174167;0.186465;0.177142;0.158203;0.207937
77;0.174901;0.183357;0.174189;0.158203;0.207937
78;0.170890;0.184010;0.174810;0.158203;0.207937
