step,t_min,burning,burned,j_total,j_physical,j_burn,j_asset,j_pop,j_resp,wws_mean,prec_mean,fmoist_mean,alloc_cells,alloc_rcap_sum
1,1.0,14,14,0.01272,0.01442,0.04326,0.00000,0.00000,0.00000,8.27,0.00,0.067,0,0.0
2,2.0,21,21,0.03670,0.02139,0.06418,0.00000,0.00000,0.00004,8.27,0.00,0.067,234,9.4
3,3.0,29,29,0.04374,0.02918,0.08753,0.00000,0.00000,0.00008,8.27,0.00,0.067,252,10.1
4,4.0,40,40,0.05447,0.03956,0.11869,0.00000,0.00000,0.00037,8.27,0.00,0.068,341,48.4
5,5.0,47,47,0.05990,0.04599,0.13796,0.00000,0.00000,0.00073,8.27,0.00,0.068,376,59.2
6,6.0,49,49,0.06134,0.04780,0.14339,0.00000,0.00000,0.00114,8.27,0.00,0.068,407,68.0
7,7.0,54,54,0.06521,0.05227,0.15681,0.00000,0.00000,0.00157,8.27,0.00,0.068,409,69.8
8,8.0,59,59,0.06931,0.05667,0.17002,0.00000,0.00000,0.00203,8.27,0.00,0.068,313,72.0
9,9.0,63,63,0.07225,0.06015,0.18044,0.00000,0.00000,0.00252,8.27,0.00,0.068,334,78.9
10,10.0,75,75,0.08115,0.07031,0.21092,0.00000,0.00000,0.00305,8.27,0.00,0.068,347,83.9
11,11.0,83,83,0.08675,0.07687,0.23061,0.00000,0.00000,0.00367,8.27,0.00,0.068,365,96.0
12,12.0,87,87,0.08949,0.08009,0.24027,0.00000,0.00000,0.00434,8.27,0.00,0.069,397,106.7
13,13.0,99,99,0.09767,0.08951,0.26853,0.00000,0.00000,0.00507,8.27,0.00,0.069,423,114.4
14,14.0,115,115,0.10809,0.10153,0.30458,0.00000,0.00000,0.00589,8.27,0.00,0.069,466,128.1
15,15.0,135,135,0.12035,0.11572,0.34715,0.00000,0.00000,0.00684,8.27,0.00,0.069,518,149.1
16,16.0,152,152,0.13012,0.12709,0.38128,0.00000,0.00000,0.00792,8.27,0.00,0.070,560,168.1
17,17.0,171,171,0.14057,0.13911,0.41732,0.00000,0.00000,0.00910,8.27,0.00,0.070,594,183.4
18,18.0,186,186,0.14833,0.14809,0.44428,0.00000,0.00000,0.01038,8.27,0.00,0.070,627,200.2
19,19.0,205,205,0.15772,0.15888,0.47665,0.00000,0.00000,0.01176,8.27,0.00,0.071,659,213.7
20,20.0,225,225,0.16698,0.16956,0.50869,0.00000,0.00000,0.01324,8.27,0.00,0.071,691,229.9
21,21.0,246,246,0.17604,0.18007,0.54022,0.00000,0.00000,0.01484,8.27,0.00,0.071,732,248.2
22,22.0,272,272,0.18647,0.19216,0.57647,0.00000,0.00000,0.01657,8.27,0.00,0.072,774,267.2
23,23.0,294,294,0.19464,0.20163,0.60490,0.00000,0.00000,0.01842,8.27,0.00,0.072,816,286.7
24,24.0,323,323,0.20460,0.21316,0.63948,0.00000,0.00000,0.02043,8.27,0.00,0.073,852,309.3
25,25.0,352,352,0.21357,0.22368,0.67104,0.00000,0.00000,0.02263,8.27,0.00,0.073,906,338.3
26,26.0,385,385,0.22283,0.23453,0.70360,0.00000,0.00000,0.02504,8.27,0.00,0.074,964,369.5
27,27.0,407,407,0.22836,0.24117,0.72350,0.00000,0.00000,0.02770,8.27,0.00,0.074,1024,404.6
28,28.0,438,438,0.23576,0.24976,0.74929,0.00000,0.00000,0.03054,8.27,0.00,0.075,1069,431.7
29,29.0,466,466,0.24185,0.25684,0.77051,0.00000,0.00000,0.03368,8.27,0.00,0.076,1166,474.6
30,30.0,496,496,0.24780,0.26375,0.79126,0.00000,0.00000,0.03703,8.27,0.00,0.076,1209,505.4
31,31.0,527,527,0.25342,0.27024,0.81073,0.00000,0.00000,0.04061,8.27,0.00,0.077,1258,539.4
