step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G2 package (the rule does not use the new object) (claude) | seed-base decision stands, its orders are applied);3;0;R7[0.02] R20[0.19] A1[0.54] G1[0.36] G2[0.19] G3[0.19];0.92;0.77;0.57;0.76;0.32;0.00;0.76;0.00;0.2239;0.2239;1
0;0;Agent_2;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G2 package (the rule does not use the new object) (claude) | seed-base decision stands, its orders are applied);3;0;R7[0.11] R11[0.23] R15[0.20] R20[0.12] R26[0.20] A1[0.11];0.67;0.78;0.33;0.33;0.41;0.38;0.76;0.00;0.2239;0.2239;1
0;0;Agent_3;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G2 package (the rule does not use the new object) (claude) | seed-base decision stands, its orders are applied);3;0;G1[0.11] G6[0.11];0.19;0.16;0.00;0.00;0.00;0.00;0.77;0.00;0.2239;0.2239;1
0;0;Agent_1;stage controller selected stage 1 [evFIS] (deficit bucket: low) → rejected (no improving perturbation found | seed-base decision stands, its orders are applied);1;0;R7[0.02] R20[0.19] A1[0.54] G1[0.06] G2[0.19] G3[0.06];0.49;0.77;0.61;0.76;0.32;0.00;0.74;0.00;0.1435;0.1435;1
0;0;Agent_2;stage controller selected stage 1 [evFIS] (deficit bucket: low) → rejected (no improving perturbation found | seed-base decision stands, its orders are applied);1;0;R11[0.23] G1[0.11] G6[0.11] G7[0.11] G8[0.11];0.15;0.34;0.06;0.00;0.23;0.23;0.86;0.00;0.1435;0.1435;0
0;0;Agent_3;stage controller selected stage 1 [evFIS] (deficit bucket: low) → rejected (no improving perturbation found | seed-base decision stands, its orders are applied);1;0;G1[0.11] G6[0.11] G7[0.11];0.28;0.25;0.00;0.00;0.00;0.00;0.80;0.00;0.1435;0.1435;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] A1[0.49] G1[0.32] G2[0.17] G3[0.17];0.92;0.77;0.51;0.76;0.29;0.00;0.72;0.00;0.2273;0.2273;1
1;1;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.10] R11[0.23] R15[0.18] R20[0.10] R26[0.18] A1[0.10];0.60;0.77;0.29;0.30;0.39;0.37;0.76;0.00;0.2273;0.2273;1
1;1;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.10] G6[0.10];0.17;0.15;0.00;0.00;0.00;0.00;0.80;0.00;0.2273;0.2273;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] A1[0.49] G1[0.05] G2[0.17] G3[0.05];0.44;0.77;0.55;0.76;0.29;0.00;0.73;0.00;0.1459;0.1459;1
1;1;Agent_2;orders came from the seed rule base (rules as-is);0;0;R11[0.20] G1[0.10] G6[0.10] G7[0.10] G8[0.10];0.14;0.30;0.06;0.00;0.20;0.20;0.87;0.00;0.1459;0.1459;0
1;1;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.10] G6[0.10] G7[0.10];0.25;0.22;0.00;0.00;0.00;0.00;0.82;0.00;0.1459;0.1459;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.16] A1[0.60] G1[0.30] G2[0.16] G3[0.16];0.92;0.77;0.58;0.77;0.36;0.00;0.74;0.12;0.2302;0.2302;1
