step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;RL selected stage 3 [GenAI] (deficit bucket: low) → ACCEPTED: G1: G1: IF asset exposure risk is VH AND intervention urgency is VL THEN asset protection 0.8, resource deployment 0.4 (adaptation-born: generative (template), gates G1-G4);3;3;R7[0.07] R20[0.19] G1[0.38];0.00;0.33;0.04;0.36;0.00;0.00;0.73;0.00;0.2819;0.2819;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.17] G1[0.34];0.00;0.30;0.04;0.33;0.00;0.00;0.76;0.00;0.3025;0.2842;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.16] G1[0.32];0.00;0.28;0.04;0.32;0.00;0.00;0.70;0.12;0.3041;0.2860;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.17] R26[0.04] G1[0.25];0.04;0.30;0.04;0.26;0.00;0.00;0.62;0.12;0.3048;0.2877;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.18] R26[0.08] G1[0.20];0.08;0.32;0.04;0.22;0.00;0.00;0.61;0.12;0.3052;0.2882;1
5;5;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.19] R26[0.11] G1[0.16];0.11;0.34;0.04;0.19;0.00;0.00;0.60;0.12;0.3059;0.2893;1
6;6;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.20] R26[0.13] G1[0.13];0.13;0.34;0.04;0.16;0.00;0.00;0.60;0.12;0.3072;0.2896;1
7;7;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.20] R26[0.14] G1[0.10];0.14;0.35;0.04;0.14;0.00;0.00;0.59;0.12;0.3076;0.2906;1
8;8;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.20] R26[0.16] G1[0.08];0.15;0.35;0.04;0.12;0.00;0.00;0.59;0.12;0.3098;0.2909;1
9;9;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.17] G1[0.06];0.16;0.36;0.04;0.11;0.00;0.00;0.59;0.12;0.3087;0.2915;1
10;10;Agent_1;RL selected stage 2 [resolution increase] (deficit bucket: high+gap) → ACCEPTED: A1: A1: IF asset exposure risk is VH AND suppression feasibility is VH THEN asset protection 0.9, evacuation 0.6 (adaptation-born: resolution increase (instantiated antecedent cell)) (coverage gap, admitted non-inferior at fired weight 0.21);2;2;R7[0.07] R20[0.21] R26[0.17] G1[0.05] A1[0.53];0.17;0.37;0.04;0.55;0.33;0.00;0.78;0.12;0.3091;0.2920;1
11;11;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.18] G1[0.04] A1[0.53];0.18;0.37;0.04;0.54;0.33;0.00;0.78;0.11;0.3099;0.2925;1
12;12;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.18] G1[0.03] A1[0.53];0.18;0.37;0.04;0.53;0.33;0.00;0.78;0.11;0.3100;0.2929;1
13;13;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.19] G1[0.03] A1[0.53];0.19;0.37;0.04;0.53;0.33;0.00;0.78;0.11;0.3101;0.2935;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.19] G1[0.02] A1[0.53];0.19;0.37;0.04;0.53;0.33;0.00;0.77;0.11;0.3100;0.2934;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.19] G1[0.02] A1[0.53];0.19;0.37;0.04;0.53;0.33;0.00;0.77;0.11;0.3100;0.2934;1
14;14;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.07] R20[0.21] R26[0.19] G1[0.02] A1[0.53];0.19;0.37;0.04;0.53;0.33;0.00;0.77;0.11;0.3100;0.2934;1
