step;t_min;region;story;stage_tried;stage_accepted;fired_rules;suppression;deployment;containment;protection;evacuation;warning;quality;gate_min;J_forecast;J_noaction;attended
0;0;Agent_1;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G2 package (the rule does not use the new object) (claude) | seed-base decision stands, its orders are applied);3;0;R7[0.02] R20[0.19] A1[0.54] G1[0.36] G2[0.19] G3[0.19];0.92;0.77;0.57;0.76;0.32;0.00;0.76;0.00;0.2239;0.2239;1
0;0;Agent_2;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G2 package (the rule does not use the new object) (claude) | seed-base decision stands, its orders are applied);3;0;R7[0.11] R11[0.23] R15[0.20] R20[0.12] R26[0.20] A1[0.11];0.67;0.78;0.33;0.33;0.41;0.38;0.76;0.00;0.2239;0.2239;1
0;0;Agent_3;stage controller selected stage 3 [GenAI] (deficit bucket: low) → rejected (rejected at G2 package (the rule does not use the new object) (claude) | seed-base decision stands, its orders are applied);3;0;G1[0.11] G6[0.11];0.19;0.16;0.00;0.00;0.00;0.00;0.77;0.00;0.2239;0.2239;1
1;1;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] A1[0.49] G1[0.32] G2[0.17] G3[0.17];0.92;0.77;0.51;0.76;0.29;0.00;0.72;0.00;0.2273;0.2273;1
1;1;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.10] R11[0.23] R15[0.18] R20[0.10] R26[0.18] A1[0.10];0.60;0.77;0.29;0.30;0.39;0.37;0.76;0.00;0.2273;0.2273;1
1;1;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.10] G6[0.10];0.17;0.15;0.00;0.00;0.00;0.00;0.80;0.00;0.2273;0.2273;1
2;2;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.16] A1[0.60] G1[0.30] G2[0.16] G3[0.16];0.92;0.77;0.58;0.77;0.36;0.00;0.74;0.12;0.2302;0.2302;1
2;2;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.12] R11[0.23] R15[0.17] R20[0.10] R26[0.17] A1[0.12];0.57;0.77;0.30;0.35;0.40;0.36;0.77;0.12;0.2302;0.2302;1
2;2;Agent_3;orders came from the seed rule base (rules as-is);0;0;G1[0.09] G6[0.09];0.16;0.14;0.00;0.00;0.00;0.00;0.76;0.12;0.2302;0.2302;1
3;3;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.17] R26[0.04] A1[0.68] G1[0.29] G2[0.17];0.92;0.77;0.65;0.77;0.40;0.00;0.69;0.12;0.2312;0.2328;1
3;3;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.12] R11[0.23] R15[0.16] R20[0.09] R26[0.16] A1[0.12];0.54;0.77;0.30;0.35;0.39;0.35;0.78;0.12;0.2312;0.2328;1
3;3;Agent_3;orders came from the seed rule base (rules as-is);0;0;R7[0.04] R20[0.02] R26[0.04] A1[0.08] G1[0.09] G2[0.02];0.25;0.27;0.10;0.17;0.05;0.00;0.77;0.12;0.2312;0.2328;1
4;4;Agent_1;orders came from the seed rule base (rules as-is);0;0;R7[0.02] R20[0.18] R26[0.08] A1[0.68] G1[0.28] G2[0.18];0.93;0.77;0.65;0.77;0.41;0.00;0.69;0.12;0.2411;0.2336;1
4;4;Agent_2;orders came from the seed rule base (rules as-is);0;0;R7[0.12] R11[0.23] R15[0.15] R20[0.09] R26[0.15] A1[0.12];0.53;0.77;0.29;0.35;0.39;0.35;0.78;0.12;0.2411;0.2336;1
